[none] [12/Jan/2021 18:46:00]  random_id: 16104663608837902 attachment: wall-200069052_1 peer_id: 2000000005 
[none] [13/Jan/2021 12:35:33]  random_id: 16105305337989190 attachment: wall-200069052_1 peer_id: 2000000005 
[none] [13/Jan/2021 12:35:34]  random_id: 16105305340868114 message: Стена пуста. peer_id: 2000000005 
[none] [13/Jan/2021 12:36:47]  random_id: 16105306072451554 attachment: wall-141738122_929 peer_id: 2000000005 
[none] [13/Jan/2021 12:39:34]  random_id: 16105307741767902 attachment: wall-141738122_653 peer_id: 2000000005 
[none] [13/Jan/2021 12:40:48]  random_id: 16105308489796438 attachment: wall-141738122_5 peer_id: 2000000005 
[none] [13/Jan/2021 13:17:39]  random_id: 16105330593699286 attachment: wall-141738122_399 peer_id: 2000000005 
[none] [13/Jan/2021 13:17:39]  random_id: 16105330596790498 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/club201813779 не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 13:18:43]  random_id: 16105331234149038 attachment: wall-141738122_447 peer_id: 2000000005 
[none] [13/Jan/2021 13:18:43]  random_id: 16105331237494364 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/club201813779 не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 13:37:04]  random_id: 16105342247707394 attachment: wall-141738122_24 peer_id: 2000000005 
[none] [13/Jan/2021 13:37:05]  random_id: 16105342250500750 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/club201813779 не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 13:37:05]  random_id: 16105342253039210 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/club12399143 не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 13:37:05]  random_id: 16105342255590146 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/martiantest не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 13:37:05]  random_id: 16105342259960944 attachment: wall-162171215_1700 peer_id: 2000000005 
[none] [13/Jan/2021 13:37:06]  random_id: 16105342264254970 attachment: wall-200069052_1 peer_id: 2000000005 
[none] [13/Jan/2021 13:37:06]  random_id: 16105342267591954 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/public190875808 не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 13:38:47]  random_id: 16105343279759474 attachment: wall-141738122_765 peer_id: 2000000005 
[none] [13/Jan/2021 13:38:48]  random_id: 16105343282873802 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/club201813779 не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 13:38:48]  random_id: 16105343285440642 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/club12399143 не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 13:38:48]  random_id: 16105343287873962 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/martiantest не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 13:38:49]  random_id: 16105343292077258 attachment: wall-162171215_1067 peer_id: 2000000005 
[none] [13/Jan/2021 13:38:49]  random_id: 16105343296578934 attachment: wall-200069052_1 peer_id: 2000000005 
[none] [13/Jan/2021 13:38:49]  random_id: 16105343299011282 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/public190875808 не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 13:42:24]  random_id: 16105345441191500 message: Стена пуста. peer_id: 2000000005 
[none] [13/Jan/2021 13:43:45]  random_id: 16105346251145832 attachment: wall-141738122_797 peer_id: 2000000005 
[none] [13/Jan/2021 13:43:45]  random_id: 16105346254299962 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/club201813779 не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 13:43:45]  random_id: 16105346257014336 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/club12399143 не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 13:43:45]  random_id: 16105346259399254 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/martiantest не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 13:43:46]  random_id: 16105346263418158 attachment: wall-162171215_1635 peer_id: 2000000005 
[none] [13/Jan/2021 13:43:46]  random_id: 16105346267774208 attachment: wall-200069052_1 peer_id: 2000000005 
[none] [13/Jan/2021 13:43:47]  random_id: 16105346270348638 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/public190875808 не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 13:44:59]  random_id: 16105346995091114 attachment: wall-141738122_378 peer_id: 2000000005 
[none] [13/Jan/2021 13:44:59]  random_id: 16105346997837008 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/club201813779 не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 13:45:00]  random_id: 16105347000173054 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/club12399143 не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 13:45:00]  random_id: 16105347002861178 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/martiantest не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 13:45:00]  random_id: 16105347006982370 attachment: wall-162171215_1568 peer_id: 2000000005 
[none] [13/Jan/2021 13:45:01]  random_id: 16105347011075758 attachment: wall-200069052_1 peer_id: 2000000005 
[none] [13/Jan/2021 13:45:01]  random_id: 16105347014158912 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/public190875808 не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 13:58:05]  random_id: 16105354854597090 attachment: wall-141738122_48 peer_id: 2000000005 
[none] [13/Jan/2021 13:58:05]  random_id: 16105354857339172 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/club201813779 не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 13:58:06]  random_id: 16105354860181270 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/club12399143 не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 13:58:06]  random_id: 16105354862939124 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/martiantest не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 13:58:06]  random_id: 16105354866813708 attachment: wall-162171215_42 peer_id: 2000000005 
[none] [13/Jan/2021 13:58:07]  random_id: 16105354871104126 attachment: wall-200069052_1 peer_id: 2000000005 
[none] [13/Jan/2021 13:58:07]  random_id: 16105354878467862 message: Стена пуста. peer_id: 2000000005 
[none] [13/Jan/2021 16:03:22]  random_id: 16105430029142980 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/study_english_every_day не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 16:03:36]  random_id: 16105430165475754 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/study_english_every_day не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 16:07:06]  random_id: 16105432269142344 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/study_english_every_day не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [13/Jan/2021 16:08:21]  random_id: 16105433017344006 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/study_english_every_day не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [14/Jan/2021 09:02:04]  random_id: 16106041247437028 message: Для корректной работы бота пройдите по ссылке http://127.0.0.1/login/. peer_id: 21070693 
[none] [14/Jan/2021 09:03:36]  random_id: 16106042167041238 message: Для корректной работы бота пройдите по ссылке http://127.0.0.1/login/. peer_id: 21070693 
[none] [14/Jan/2021 09:05:09]  random_id: 16106043096718176 message: Для корректной работы бота пройдите по ссылке http://127.0.0.1/login/. peer_id: 21070693 
[none] [14/Jan/2021 09:06:43]  random_id: 16106044032408180 message: Для корректной работы бота пройдите по ссылке http://127.0.0.1/login/. peer_id: 21070693 
[none] [14/Jan/2021 09:07:16]  random_id: 16106044368220148 message: Для корректной работы бота пройдите по ссылке http://127.0.0.1/login/. peer_id: 21070693 
[none] [14/Jan/2021 09:08:14]  random_id: 16106044948026102 message: Для корректной работы бота пройдите по ссылке http://127.0.0.1/login/. peer_id: 21070693 
[none] [14/Jan/2021 09:08:47]  random_id: 16106045278467810 message: Для корректной работы бота пройдите по ссылке http://127.0.0.1/login/. peer_id: 21070693 
[none] [14/Jan/2021 09:11:39]  random_id: 16106046994351692 message: Для корректной работы бота пройдите по ссылке http://127.0.0.1/login/. peer_id: 21070693 
[none] [14/Jan/2021 09:12:21]  random_id: 16106047414263162 message: Для корректной работы бота пройдите по ссылке http://127.0.0.1/login/. peer_id: 21070693 
[none] [14/Jan/2021 09:13:00]  random_id: 16106047801962814 message: Для корректной работы бота пройдите по ссылке http://127.0.0.1/login/. peer_id: 21070693 
[none] [14/Jan/2021 09:16:04]  random_id: 16106049640825366 message: Для корректной работы бота пройдите по ссылке http://127.0.0.1/login/. peer_id: 21070693 
[none] [14/Jan/2021 09:16:19]  random_id: 16106049791543626 message: Для корректной работы бота пройдите по ссылке http://127.0.0.1/login/. peer_id: 21070693 
[none] [14/Jan/2021 09:21:26]  random_id: 16106052868519550 message: Для корректной работы бота пройдите по ссылке http://127.0.0.1/login/. peer_id: 21070693 
[none] [14/Jan/2021 11:15:39]  random_id: 16106121392414860 message: Для корректной работы бота пройдите по ссылке http://127.0.0.1/login/. peer_id: 21070693 
[none] [14/Jan/2021 11:17:02]  random_id: 16106122221440722 message: Для корректной работы бота пройдите по ссылке http://127.0.0.1/login/. peer_id: 21070693 
[none] [14/Jan/2021 11:17:02]  random_id: 16106122227233994 attachment: wall-141738122_496 peer_id: 2000000005 
[none] [14/Jan/2021 11:17:03]  random_id: 16106122230215130 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/club201813779 не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [14/Jan/2021 11:17:03]  random_id: 16106122232775150 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/club12399143 не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [14/Jan/2021 11:17:03]  random_id: 16106122235883660 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/martiantest не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [14/Jan/2021 11:17:04]  random_id: 16106122240463272 attachment: wall-162171215_1984 peer_id: 2000000005 
[none] [14/Jan/2021 11:17:04]  random_id: 16106122244934922 attachment: wall-200069052_1 peer_id: 2000000005 
[none] [14/Jan/2021 11:17:05]  random_id: 16106122252879092 message: Стена пуста. peer_id: 2000000005 
[none] [14/Jan/2021 14:10:09]  random_id: 16106226093833538 attachment: wall-200069052_1 peer_id: 2000000005 
[none] [14/Jan/2021 14:10:09]  random_id: 16106226098261990 attachment: wall-200069033_3 peer_id: 2000000005 
[none] [14/Jan/2021 14:10:10]  random_id: 16106226102242084 attachment: wall-200071131_3 peer_id: 2000000005 
[none] [14/Jan/2021 14:10:10]  random_id: 16106226105051274 attachment: wall-200104213_1 peer_id: 2000000005 
[none] [14/Jan/2021 14:12:15]  random_id: 16106227355663286 attachment: wall-200069052_1 peer_id: 2000000005 
[none] [14/Jan/2021 14:12:15]  random_id: 16106227359882272 attachment: wall-200069033_3 peer_id: 2000000005 
[none] [14/Jan/2021 14:12:16]  random_id: 16106227364729094 attachment: wall-200071131_3 peer_id: 2000000005 
[none] [14/Jan/2021 14:12:16]  random_id: 16106227367396636 attachment: wall-200104213_1 peer_id: 2000000005 
[none] [14/Jan/2021 14:12:56]  random_id: 16106227767588408 attachment: wall-200069052_1 peer_id: 2000000005 
[none] [14/Jan/2021 14:12:57]  random_id: 16106227772534244 attachment: wall-200069033_3 peer_id: 2000000005 
[none] [14/Jan/2021 14:12:57]  random_id: 16106227776345830 attachment: wall-200071131_3 peer_id: 2000000005 
[none] [14/Jan/2021 14:12:57]  random_id: 16106227779071258 attachment: wall-200104213_1 peer_id: 2000000005 
[none] [14/Jan/2021 14:13:24]  random_id: 16106228048411056 attachment: wall-200069052_1 peer_id: 2000000005 
[none] [14/Jan/2021 14:13:25]  random_id: 16106228052571266 attachment: wall-200069033_3 peer_id: 2000000005 
[none] [14/Jan/2021 14:13:25]  random_id: 16106228057252402 attachment: wall-200071131_3 peer_id: 2000000005 
[none] [14/Jan/2021 14:13:26]  random_id: 16106228060167506 attachment: wall-200104213_1 peer_id: 2000000005 
[none] [14/Jan/2021 14:38:19]  random_id: 16106242992844984 message: Группа https://vk.com/rgubru сохранена в настройках. Чтобы включить команду /post , воспользуйтесь командой /post on peer_id: 2000000005 
[none] [14/Jan/2021 14:38:19]  random_id: 16106242999524124 message: Группа https://vk.com/rgubru сохранена в настройках. Чтобы включить команду /post , воспользуйтесь командой /post on peer_id: 21070693 
[none] [14/Jan/2021 14:38:20]  random_id: 16106243003095140 message: Группа для команды /post удалена из настроек. Команда /post выключена. peer_id: 2000000005 
[none] [14/Jan/2021 14:38:20]  random_id: 16106243006644334 message: Группа для команды /post удалена из настроек. Команда /post выключена. peer_id: 21070693 
[none] [14/Jan/2021 14:38:21]  random_id: 16106243015512016 message: Чтобы включить команду /post, воспользуйтесь командой /post on. peer_id: 21070693 
[none] [14/Jan/2021 14:38:21]  random_id: 16106243018508410 message: Чтобы включить команду /post, воспользуйтесь командой /post on. peer_id: 2000000005 
[none] [14/Jan/2021 15:16:00]  random_id: 16106265607549540 message: Группа https://vk.com/rgubru сохранена в настройках. Чтобы включить команду /post , воспользуйтесь командой /post on peer_id: 2000000005 
[none] [14/Jan/2021 15:16:01]  random_id: 16106265612778892 message: Группа https://vk.com/rgubru сохранена в настройках. Чтобы включить команду /post , воспользуйтесь командой /post on peer_id: 21070693 
[none] [14/Jan/2021 15:16:01]  random_id: 16106265615771954 message: Группа для команды /post удалена из настроек. Команда /post выключена. peer_id: 2000000005 
[none] [14/Jan/2021 15:16:01]  random_id: 16106265619300814 message: Группа для команды /post удалена из настроек. Команда /post выключена. peer_id: 21070693 
[none] [14/Jan/2021 15:16:02]  random_id: 16106265622964386 message: Чтобы пользоваться командой '/post on', пройдите по ссылке http://127.0.0.1/login/ peer_id: 2000000005 
[none] [14/Jan/2021 15:16:02]  random_id: 16106265627640274 message: Чтобы пользоваться командой '/post on', пройдите по ссылке http://127.0.0.1/login/ peer_id: 21070693 
[none] [14/Jan/2021 15:16:03]  random_id: 16106265631992938 message: Чтобы включить команду /post, воспользуйтесь командой /post on. peer_id: 21070693 
[none] [14/Jan/2021 15:16:03]  random_id: 16106265635464566 message: Чтобы включить команду /post, воспользуйтесь командой /post on. peer_id: 2000000005 
[none] [14/Jan/2021 15:27:23]  random_id: 16106272438844058 message: Группа https://vk.com/rgubru сохранена в настройках. Чтобы включить команду /post , воспользуйтесь командой /post on peer_id: 2000000005 
[none] [14/Jan/2021 15:27:24]  random_id: 16106272443967786 message: Группа https://vk.com/rgubru сохранена в настройках. Чтобы включить команду /post , воспользуйтесь командой /post on peer_id: 21070693 
[none] [14/Jan/2021 15:27:24]  random_id: 16106272447223022 message: Группа для команды /post удалена из настроек. Команда /post выключена. peer_id: 2000000005 
[none] [14/Jan/2021 15:27:25]  random_id: 16106272450875328 message: Группа для команды /post удалена из настроек. Команда /post выключена. peer_id: 21070693 
[none] [14/Jan/2021 15:27:25]  random_id: 16106272459520282 message: Чтобы включить команду /post, воспользуйтесь командой /post on. peer_id: 21070693 
[none] [14/Jan/2021 15:27:26]  random_id: 16106272463306124 message: Чтобы включить команду /post, воспользуйтесь командой /post on. peer_id: 2000000005 
[none] [14/Jan/2021 15:27:57]  random_id: 16106272776411354 message: Группа https://vk.com/rgubru сохранена в настройках. Чтобы включить команду /post , воспользуйтесь командой /post on peer_id: 2000000005 
[none] [14/Jan/2021 15:27:58]  random_id: 16106272782642972 message: Группа https://vk.com/rgubru сохранена в настройках. Чтобы включить команду /post , воспользуйтесь командой /post on peer_id: 21070693 
[none] [14/Jan/2021 15:27:58]  random_id: 16106272787131834 message: Группа для команды /post удалена из настроек. Команда /post выключена. peer_id: 2000000005 
[none] [14/Jan/2021 15:27:59]  random_id: 16106272791483868 message: Группа для команды /post удалена из настроек. Команда /post выключена. peer_id: 21070693 
[none] [14/Jan/2021 15:28:00]  random_id: 16106272801063524 message: Чтобы включить команду /post, воспользуйтесь командой /post on. peer_id: 21070693 
[none] [14/Jan/2021 15:28:00]  random_id: 16106272805316022 message: Чтобы включить команду /post, воспользуйтесь командой /post on. peer_id: 2000000005 
[none] [14/Jan/2021 15:28:57]  random_id: 16106273374668288 message: Группа https://vk.com/rgubru сохранена в настройках. Чтобы включить команду /post , воспользуйтесь командой /post on peer_id: 2000000005 
[none] [14/Jan/2021 15:28:58]  random_id: 16106273380055662 message: Группа https://vk.com/rgubru сохранена в настройках. Чтобы включить команду /post , воспользуйтесь командой /post on peer_id: 21070693 
[none] [14/Jan/2021 15:28:58]  random_id: 16106273383077650 message: Группа для команды /post удалена из настроек. Команда /post выключена. peer_id: 2000000005 
[none] [14/Jan/2021 15:28:58]  random_id: 16106273386683256 message: Группа для команды /post удалена из настроек. Команда /post выключена. peer_id: 21070693 
[none] [14/Jan/2021 15:28:59]  random_id: 16106273395301458 message: Чтобы включить команду /post, воспользуйтесь командой /post on. peer_id: 21070693 
[none] [14/Jan/2021 15:29:00]  random_id: 16106273400527564 message: Чтобы включить команду /post, воспользуйтесь командой /post on. peer_id: 2000000005 
[none] [14/Jan/2021 15:30:23]  random_id: 16106274231200430 message: Для корректной работы бота пройдите по ссылке http://127.0.0.1/login/. peer_id: 21070693 
[none] [14/Jan/2021 15:30:23]  random_id: 16106274238100726 attachment: wall-141738122_683 peer_id: 2000000005 
[none] [14/Jan/2021 15:30:24]  random_id: 16106274241145356 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/club201813779 не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [14/Jan/2021 15:30:24]  random_id: 16106274244063992 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/club12399143 не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [14/Jan/2021 15:30:24]  random_id: 16106274246855140 message: Что-то пошло не так. Убедитесь, что группа https://vk.com/martiantest не заблокирована и не является закрытой. peer_id: 2000000005 
[none] [14/Jan/2021 15:30:25]  random_id: 16106274251763122 attachment: wall-162171215_1156 peer_id: 2000000005 
[none] [14/Jan/2021 15:30:25]  random_id: 16106274256505330 attachment: wall-200069052_1 peer_id: 2000000005 
[none] [14/Jan/2021 15:30:26]  random_id: 16106274264515274 message: Стена пуста. peer_id: 2000000005 
[none] [14/Jan/2021 18:01:41]  random_id: 16106365015204788 message: Группа https://vk.com/wrongscreenname не может быть зарегистрирована для команды /post. Убедитесь, что ссылка правильная, и группа не является закрытой peer_id: 2000000005 
[none] [14/Jan/2021 18:01:42]  random_id: 16106365020487358 message: Группа https://vk.com/wrongscreenname не может быть зарегистрирована для команды /post. Убедитесь, что ссылка правильная, и группа не является закрытой peer_id: 21070693 
[none] [14/Jan/2021 18:01:42]  random_id: 16106365025060428 message: Группа https://vk.com/rgubru сохранена в настройках. Чтобы включить команду /post , воспользуйтесь командой /post on peer_id: 2000000005 
[none] [14/Jan/2021 18:01:43]  random_id: 16106365030266168 message: Группа https://vk.com/rgubru сохранена в настройках. Чтобы включить команду /post , воспользуйтесь командой /post on peer_id: 21070693 
[none] [14/Jan/2021 18:01:43]  random_id: 16106365034575550 message: Для вас доступна команда /post без дополнительных опций. peer_id: 2000000005 
[none] [14/Jan/2021 18:01:43]  random_id: 16106365037801972 message: У вас нет сохраненной группы для команды /post. peer_id: 2000000005 
[none] [14/Jan/2021 18:01:44]  random_id: 16106365041587190 message: У вас нет сохраненной группы для команды /post. peer_id: 21070693 
[none] [14/Jan/2021 18:01:44]  random_id: 16106365045117140 message: У вас нет сохраненной группы для команды /post. peer_id: 2000000005 
[none] [14/Jan/2021 18:01:45]  random_id: 16106365050012384 message: У вас нет сохраненной группы для команды /post. peer_id: 21070693 
[none] [14/Jan/2021 18:01:45]  random_id: 16106365054402258 message: У команды /post нет опции 'asdf'. peer_id: 2000000005 
[none] [14/Jan/2021 18:01:45]  random_id: 16106365059060096 message: У команды /post нет опции 'asdf'. peer_id: 21070693 
[none] [14/Jan/2021 18:01:46]  random_id: 16106365061966562 message: Команда /post уже выключена. peer_id: 2000000005 
[none] [14/Jan/2021 18:01:46]  random_id: 16106365065993834 message: Команда /post уже выключена. peer_id: 21070693 
[none] [14/Jan/2021 18:01:46]  random_id: 16106365068905096 message: Чтобы пользоваться командой '/post on', сохраните в настройках ссылку на группу. Сделать это можно командой /post group, например: /post group https://vk.com/link_to_the_group peer_id: 2000000005 
[none] [14/Jan/2021 18:01:47]  random_id: 16106365073044110 message: Чтобы пользоваться командой '/post on', сохраните в настройках ссылку на группу. Сделать это можно командой /post group, например: /post group https://vk.com/link_to_the_group peer_id: 21070693 
[none] [14/Jan/2021 18:01:47]  random_id: 16106365076529410 message: Чтобы включить команду /post, воспользуйтесь командой /post on. peer_id: 2000000005 
[none] [14/Jan/2021 18:01:48]  random_id: 16106365083630922 message: Для вас доступна команда /post без дополнительных опций. peer_id: 2000000005 
[none] [14/Jan/2021 18:01:48]  random_id: 16106365086235468 message: Для команды /post у вас зарегистрирована группа https://vk.com/study_english_every_day. Команда /post выключена. peer_id: 2000000005 
[none] [14/Jan/2021 18:01:49]  random_id: 16106365091332654 message: Для команды /post у вас зарегистрирована группа https://vk.com/study_english_every_day. Команда /post выключена. peer_id: 21070693 
[none] [14/Jan/2021 18:01:49]  random_id: 16106365095225924 message: Команда /post уже выключена. peer_id: 2000000005 
[none] [14/Jan/2021 18:01:49]  random_id: 16106365099102506 message: Команда /post уже выключена. peer_id: 21070693 
[none] [14/Jan/2021 18:01:50]  random_id: 16106365103533420 message: Для вас доступна команда /post без дополнительных опций. peer_id: 2000000005 
[none] [14/Jan/2021 18:01:50]  random_id: 16106365106403334 message: Команда /post включена. Группа в настройках: https://vk.com/study_english_every_day. peer_id: 2000000005 
[none] [14/Jan/2021 18:01:51]  random_id: 16106365110662630 message: Команда /post включена. Группа в настройках: https://vk.com/study_english_every_day. peer_id: 21070693 
[none] [14/Jan/2021 18:01:51]  random_id: 16106365114888076 message: Команда /post уже включена. Группа в настройках: https://vk.com/study_english_every_day. peer_id: 2000000005 
[none] [14/Jan/2021 18:01:51]  random_id: 16106365118672394 message: Команда /post уже включена. Группа в настройках: https://vk.com/study_english_every_day. peer_id: 21070693 
[none] [14/Jan/2021 18:01:52]  random_id: 16106365127477700 attachment: wall-162171215_491 peer_id: 2000000005 
[none] [14/Jan/2021 18:01:53]  random_id: 16106365132338628 message: Группа https://vk.com/rgubru сохранена в настройках. Команда /post включена. peer_id: 2000000005 
[none] [14/Jan/2021 18:01:53]  random_id: 16106365137262040 message: Группа https://vk.com/rgubru сохранена в настройках. Команда /post включена. peer_id: 21070693 
[none] [14/Jan/2021 18:01:54]  random_id: 16106365140506378 message: Для вас доступна команда /post без дополнительных опций. peer_id: 2000000005 
[none] [14/Jan/2021 18:01:54]  random_id: 16106365143097036 message: Группа для команды /post удалена из настроек. Команда /post выключена. peer_id: 2000000005 
[none] [14/Jan/2021 18:01:54]  random_id: 16106365147302444 message: Группа для команды /post удалена из настроек. Команда /post выключена. peer_id: 21070693 
[none] [14/Jan/2021 18:01:55]  random_id: 16106365150515078 message: Команда /post выключена. peer_id: 2000000005 
[none] [14/Jan/2021 18:01:55]  random_id: 16106365154401012 message: Команда /post выключена. peer_id: 21070693 
[none] [14/Jan/2021 18:01:55]  random_id: 16106365159881756 message: Группа https://vk.com/rgubru сохранена в настройках. Чтобы включить команду /post , воспользуйтесь командой /post on peer_id: 2000000005 
